MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2720713,303 - 2250 OXFORD STREET,Sold,Apartment,Vancouver,"$498,000",09/08/2022,"$498,000",09/06/2022,1,1,1,"$1,203 in 2022",1976,803,,-,Garage; Underground,24,"2250 Oxford St #303, Vancouver, BC V5L 1G1, Canada","49.28545, -123.05883",https://www.bccondosandhomes.com/listing/r2720713-303-2250-oxford-street,Sutton Group-West Coast Realty,"This NW TOP FLOOR CORNER w/wrap around deck & MOUNTAIN & CITY VIEWS is just what you have been waiting for! This home features huge principal rooms, separate dining area, sky lights (kitchen & bath) Landmark Oxford is also rental & pet friendly. Conveniently located in the heart of Hastings Sunrise near shops, parks, restaurants, local breweries & transit & has been maintained w/a newer roof, some piping upgraded, elevator mechanics, windows & patio doors with exterior improvements approved. Heat included in the maintenance fee and secure parking & a storage locker. Shared laundry & no rental limit & pets allowed. ",Dishwasher Drapes/Window Coverings Refrigerator Stove,Central Location Private Setting Recreation Nearby Shopping Nearby, Elevator Shared Laundry Storage
R2704012,309 - 9233 ODLIN ROAD,Sold,Apartment,Richmond,"$635,000",09/06/2022,"$645,000",06/27/2022,1,1,1,"$1,828 in 2021",2020,657,,-,"Garage; Underground,Visitor Parking",13,"9233 Odlin Rd #309, Richmond, BC V6X 1E1, Canada","49.1818, -123.12222",https://www.bccondosandhomes.com/listing/r2704012-309-9233-odlin-road,LeHomes Realty,"Superbly maintained, luxurious, and well-designed unit at Berkeley House by Polygon! With an extra Den and 9"" ceilings, enjoy a spacious and luxury experience at home. Located in the highly sought after Alexandra Gardens neighborhood, with easy access to Skytrain stations and shopping just steps away. This is truly a rare find - shows great, book your appointment before it's gone! Other features include: In-suite AC for the hot summer days, 5,000 sqft of resort-style amenities including a fitness centre and yoga studio, walking distance to shopping, dining, banking, and entertainment, gorgeous light-strung courtyard with children's play area.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Smoke Alarm Sprinkler - Fire,Central Location Gated Complex Golf Course Nearby Recreation Nearby Shopping Nearby, Club House Elevator Exercise Centre Playground
R2712661,15268 28 AVENUE,Sold,Townhouse,Surrey,"$963,800",08/30/2022,"$999,000",07/27/2022,4,3,1,"$3,156 in 2022",2017,"1,630",,-,Garage; Double,27,"15268 28 Ave #77, Surrey, BC V4P 1B9, Canada","49.05284, -122.79816",https://www.bccondosandhomes.com/listing/r2712661-77-15268-28-avenue,Sutton Group-West Coast Realty,"Sophisticated, spacious & stylish townhouse is in stunning move in condition. This rarely available 4 bedroom, 3 bathroom end unit with double sxs garage at Dawson & Sawyer's Old School is incredibly well maintained. Upgrades boast Levitron Decora Smart Home lighting, Smart home door lock & cameras, Smart blinds, Mysa Smart Thermostat, EV charger & LiftMaster Smart garage door opener. The chef like kitchen upgraded with RevaShelf innovative shelving, S/S appliances and gas cooking. Top floor there are 2 spacious rooms & master bdrm is large enough for king furnishings, complete with walk in closet & spa like ensuite. The lower level features the 4th bedroom and bathroom as well. The fully fenced in 250 ft house like yard is perfect for kids, dogs & family barbecues. Pets & Rentals welcome",ClthWsh/Dryr/Frdg/Stve/DW Compactor - Garbage Drapes/Window Coverings Garage Door Opener Microwave Security System Smoke Alarm Sprinkler - Fire,Central Location Cleared Private Setting Private Yard Recreation Nearby Shopping Nearby, Club House Garden In Suite Laundry
R2713456,1875 15TH AVENUE,Sold,Townhouse,Vancouver,"$1,599,000",08/29/2022,"$1,698,000",08/02/2022,3,2,1,"$4,651 in 2022",1912,"1,935",,-,"Garage; Triple,Visitor Parking",37,"1875 W 15th Ave, Vancouver, BC V6J 2K9, Canada","49.25818, -123.14779",https://www.bccondosandhomes.com/listing/r2713456-1875-w-15th-avenue,RE/MAX Select Properties,"Terrific potential for this upper level townhome on a quiet tree lined street in upper Kitsilano. Great open main floor offers 2 bedrooms, spacious open kitchen with family room/eating area, gas fireplace, and vaulted ceilings with skylights. Upstairs is the large primary bedroom with a good size walk in closet, den/home office/gym/ and a large insuite. There are 4 generous outdoor decks, two on each level facing north and south, so lots of light and summer breezes through the home. This home was strata titled in 1985. Schools are Shaughnessy Elementary and Kitsilano Highschool Bring your renovation ideas. Estate sale: ""As is Where is"" Easy to show and offers anytime. Open Sunday August 28 2-4PM",Dishwasher Microwave Refrigerator Stove Vaulted Ceiling,Central Location Lane Access Paved Road Private Setting Shopping Nearby Treed, In Suite Laundry
R2722369,321 - 1336 MAIN STREET,Sold,Apartment,Squamish,"$699,100",09/13/2022,"$699,000",09/09/2022,2,2,1,"$2,234 in 2022",2008,913,,-,Garage Underbuilding,30,"1336 Main St, Squamish, BC V8B 0R2, Canada","49.69736, -123.15692",https://www.bccondosandhomes.com/listing/r2722369-321-1336-main-street,Sutton Group-West Coast Realty,"The Artisan – enjoy views of the Tantalus Range + Mt Garibaldi from this bright + private two bedroom/two bath suite with updated flooring, carpets + paint. Incredible location within steps of the estuary, trails, library, all amenities, marina and the waterfront. Open plan kitchen, stainless appliances, granite counters + large windows throughout. Large covered balcony for year round use. Great well-maintained building w/ common patio, suite has one secured oversized parking stall with bicycle brackets at end of stall. Ideal spot for peace and quiet at home yet steps to everything Squamish has to offer! Easy access to Hwy 99 - 40 minutes to Whistler and Vancouver. Nothing to do but move in! Don't miss this one.",-,-, Bike Room Garden In Suite Laundry
R2721208,8098 14TH AVENUE,Sold,House,Burnaby,"$1,562,000",09/10/2022,"$1,598,000",09/06/2022,5,2,2,"$4,740 in 2022",1948,"2,016",7446 SqFt.,-,Garage; Single,20,"8098 14th Ave, Burnaby, BC V3N 2B6, Canada","49.22504, -122.92513",https://www.bccondosandhomes.com/listing/r2721208-8098-14th-avenue,Royal Pacific Realty (Kingsway) Ltd.,"Beautiful corner level lot 51' x 146' (7446 SQFT) with back lane. R5 zoning. South facing backyard. Original bungalow has 3 bedrooms on the main floor. Entertain guests on 13' x 10' deck. Potential 2 bedroom basement suite w/ separate entry. Updated furnace (2005) & HW tank (2020). Single garage. Close to elementary school (Second Street & John Knox Christian) and Cariboo Hill Secondary. One bus ride to Edmond Skytrain. Easy access to Hwy #1 & Edmonds Community Centre. Shopping Highgate Village (Save on Foods, Starbucks, Liquor Store, banks) & Metrotown Mall. Parks & trails nearby (Robert Burnaby, Deer Lake & Queens Park). All meas are approx Buyer to verify.",Clothes Washer/Dryer Refrigerator Stove,Central Location Lane Access Recreation Nearby Shopping Nearby,-
R2711769,2621 ST. GEORGE STREET,Sold,House,Vancouver,"$2,399,000",08/27/2022,"$2,399,000",07/22/2022,6,5,2,"$5,803 in 2021",1908,"2,594",2640 SqFt.,-,None,40,"2621 St George St, Vancouver, BC V5T 3R5, Canada","49.26117, -123.09333",https://www.bccondosandhomes.com/listing/r2711769-2621-st-george-street,Stilhavn Real Estate Services,"This stunning 4 level character home was built in 1908 and completely renovated in 2016 w/ all permits. Over 2600sf of living space with SW exposure that floods each room w/ natural light. Main floor highlighted by open concept chef's kitchen with SS appliances, gas range, and large, open living/dining space w/ wainscotting, preserved stain glass windows, built-in window seat, and powder bath. French doors lead to 300sf+ of patio space over 2 levels and fenced yard. Flexible upper floor features 3 bdrms w/ 9’ ceilings inc. primary w/ ensuite (double sink, soaker tub, shower, heated floors). Top floor w/ large bdrm, skylights, and full heated bath. Bright, open 2 bdrm suite on ground level offers major income potential. Located in quiet and sought after pocket of Mount Pleasant.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings,Central Location Lane Access Recreation Nearby Shopping Nearby Treed, Garden In Suite Laundry Storage
R2698044,1871 SPERLING AVENUE,Sold,House,Burnaby,"$1,450,000",08/05/2022,"$1,950,000",06/07/2022,3,3,2,"$4,758 in 2021",1954,"2,850",11234 SqFt.,-,Garage; Double,26,"1871 Sperling Ave, Burnaby, BC V5B 4K4, Canada","49.26745, -122.96496",https://www.bccondosandhomes.com/listing/r2698044-1871-sperling-avenue,Royal Pacific Realty (Kingsway) Ltd.,"HUGE LOT 11,200 SF! A private and well-kept 3 bedroom 3 bathroom home with fully renovated main floor, spacious master bedroom with access to a huge deck. 3 separate entries and 1 extra kitchen allow for flexible suiting and expansion in the basement. Close to excellent schools, including the brand new Burnaby North Secondary School in Construction. Close to Brentwood Center with parks, Skytrain, shopping, golf, and much more! This is a home for big families and still have rooms for mortgage helpers, or custom build your dream home on this gigantic lot and beautiful location. Motivated Seller!",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Lane Access Private Setting Recreation Nearby, Garden In Suite Laundry
R2684777,8131 GENERAL CURRIE ROAD,Sold,Townhouse,Richmond,"$1,118,000",09/10/2022,"$1,350,000",05/02/2022,5,4,1,"$2,848 in 2021",2003,"2,189",,-,Other,36,"8131 General Currie Rd, Richmond, BC V6Y 1L9, Canada","49.15943, -123.13442",https://www.bccondosandhomes.com/listing/r2684777-17-8131-general-currie-road,Regent Park (Keylink) Realty,"Brand new renovation with luxury finish of new appliances, quartz counter top, expensive lighting, large ceramic tiles, kitchen cabinet, engineered hardwood floor, designer bathrooms. Downstairs contains a 2 bedroom suite. Corner unit, steps to Richmond Centre Skytrain Station and General Currie Elementary School. https://my.matterport.com/show/?m=yEUWiZuu3CY",ClthWsh/Dryr/Frdg/Stve/DW,Central Location, In Suite Laundry
R2711142,4345 JERICHO CIRCLE,Sold,House,Vancouver,"$3,600,000",09/04/2022,"$3,798,000",07/19/2022,4,4,2,"$15,948 in 2022",1930,"2,800",5622 SqFt.,-,Open,39,"4345 Jericho Cir, Vancouver, BC V6R 1G1, Canada","49.26989, -123.20353",https://www.bccondosandhomes.com/listing/r2711142-4345-jericho-circle,Dexter Realty,"Charming family home with ocean and mountain views from the main and upper floors. This quaint property is superbly located with two frontages on quiet tree lined streets (Jericho Cr & W 3rd). Back half of main floor and upstairs were renovated in 2008. Bright and airy family room with vaulted ceilings connected to kitchen and dining room make the main floor feel very spacious. Master bedroom includes a large balcony for you to enjoy beautiful views from your bed, complete with a huge WIC. Basement suite put in during 2008 reno - great for a mortgage helper. Don't miss your chance to live steps away from the beach!",-,-,-
R2713618,338 LEROY STREET,Sold,House,Coquitlam,"$1,410,000",08/30/2022,"$1,425,000",08/02/2022,4,3,2,"$4,722 in 2021",1959,"2,260",8228 SqFt.,-,"Add. Parking Avail.,RV Parking Avail.,Visitor Parking",38,"338 Leroy St, Coquitlam, BC V3K 5K6, Canada","49.24095, -122.83575",https://www.bccondosandhomes.com/listing/r2713618-338-leroy-street,Royal Pacific Realty (Kingsway) Ltd.,"CENTRAL COQUITLAM home w LANE ACCESS & LEGAL 1 BED + DEN SUITE. This flat 8228 Sq Ft lot is perfect for a young family looking to get out of strata fees or an investor looking to build/sell. This 4 bed 3 bath home was lightly renovated in 2013 w/ hardwood, tile floors , Newer vinyl windows, H2O tank, electric panel as well as re piping and recently painted stairs. Located on a Quiet street close to amenities, schools, parks, and good access to highway. Offers are first come first serve. **MASKS are MANDATORY for any viewings. Priced to sell, no low ballers.",-,Central Location Lane Access Private Yard, Garden
R2714048,4872 RIDGELAWN DRIVE,Sold,House,Burnaby,"$1,650,000",08/30/2022,"$1,668,800",08/03/2022,3,2,2,"$5,124 in 2021",1982,"2,325",6710 SqFt.,-,Garage; Double,16,"4872 Ridgelawn Dr, Burnaby, BC V5C 3Y2, Canada","49.26712, -122.99313",https://www.bccondosandhomes.com/listing/r2714048-4872-ridgelawn-drive,Sutton Group-West Coast Realty,"First time on the market, highly sought after Brentwood location. Walk to the Amazing Brentwood Mall, Skytrain and all the fabulous amenities this exciting area has to offer. Original owners, with updating throughout the years. Roof replaced in 2016, with newer kitchen, bathroom & double glazed windows, with original hardwood throughout. 397 sq ft covered deck.1 bdrm suite down plus large 640 sq ft detached garage sitting on 55' x 122 lot.",ClthWsh/Dryr/Frdg/Stve/DW,-,-
R2703517,526 - 38362 BUCKLEY AVENUE,Sold,Apartment,Squamish,"$571,000",09/13/2022,"$589,000",06/23/2022,1,1,1,"$1,814 in 2021",2020,675,,-,Garage Underbuilding,7,"38362 Buckley Ave #526, Squamish, BC V8B 0J8, Canada","49.70462, -123.15119",https://www.bccondosandhomes.com/listing/r2703517-526-38362-buckley-avenue,Macdonald Realty,"Downtown Squamish living ! This one bedroom plus flex condo is affordable and has everything you need to enjoy the Sea to Sky lifestyle. The large balcony is covered for enjoyment of amazing views of the surrounding mountains including Diamond Head peak. Easy walk to everything in downtown Squamish including Estuary stroll, restaurants, and shopping. Secure parking space and storage locker. Rentals and pets are permitted.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Golf Course Nearby Marina Nearby Recreation Nearby Shopping Nearby, Elevator In Suite Laundry Storage Wheelchair Access
R2696203,7553 HUMPHRIES COURT,Sold,Townhouse,Burnaby,"$560,000",09/04/2022,"$630,000",06/03/2022,2,1,1,"$1,466 in 2021",1978,913,,-,Garage Underbuilding,25,"7553 Humphries Ct #19, Burnaby, BC V3N 3E9, Canada","49.21831, -122.94238",https://www.bccondosandhomes.com/listing/r2696203-19-7553-humphries-court,Sutton Group-West Coast Realty,"This is top floor, corner unit, one level townhouse. This unit was professionally remodelled and renovated. Home consists of 2 bedrooms, 1 bathroom with great layout, open concept kitchen with a glass tile backsplash, almost new stainless-steel appliances, quartz countertops, laminated flooring throughout the entire home, plus in-suite laundry with built in cabinets very spacious and bright also a large balcony. you will enjoy this beautiful townhouse and appreciate the good quality looks almost new. Balcony doors and window also have been replaced. Two pets allowed with no restrictions on size or breeds (two dogs or two cats or mixed). This complex of 71 townhouses located in great neighbourhood and quiet area,close to all amanities, central location. ",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Cul-de-Sac Recreation Nearby Shopping Nearby, In Suite Laundry
R2717365,9718 161A STREET,Sold,Townhouse,Surrey,"$900,000",09/10/2022,"$924,880",08/16/2022,4,3,1,"$2,792 in 2022",2019,"1,688",,-,Garage; Double,35,"9718 161a St #38, Surrey, BC V4N 6S7, Canada","49.1784, -122.77436",https://www.bccondosandhomes.com/listing/r2717365-38-9718-161a-street,RE/MAX All Points Realty,"This stunning 4 bedrooms and 3 full bathroom townhouse is conveniently located in the heart of Fleetwood. Open-concept modern kitchen with a huge centre island perfect for entertaining guests and sleek stainless steel appliances, spacious master with ensuite. One Bedroom and full 3 pcs bathroom below is great for elderly people and a Huge double garage where you can park to cars side by side. It is close to access trail going to Tynehead Regional Park. This also has clubhouse with gym, yoga space, billiards, kitchen, private rooms for parties and outdoor barbecue patio. Close to Fraser highway (the future skytrain station), commuting & transit routes, shopping & abundant recreation. ",ClthWsh/Dryr/Frdg/Stve/DW Microwave,Central Location Recreation Nearby Shopping Nearby, Club House Exercise Centre Garden In Suite Laundry Playground Recreation Center
